R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Womens Flyweight_rank,R_Womens Featherweight_rank,R_Womens Strawweight_rank,R_Womens Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Womens Flyweight_rank,B_Womens Featherweight_rank,B_Womens Strawweight_rank,B_Womens Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,fight_id
Juan Espino,Justin Frazier,-175,155,57.14285714,155,11/30/2018,"Las Vegas, Nevada, USA", USA,Red,TRUE,Heavyweight,MALE,4,0,0,0,,0.66,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,265,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,208.28,250,38,29,0,0,0,0,0,0,0,0,0,-10.16,-17.78,9,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,3:36,216,450,800,240,1260,350,220,3516
Pannie Kianzad,Macy Chiasson,-115,-105,86.95652174,95.23809524,11/30/2018,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Women's Featherweight,FEMALE,4,0,0,0,,0.55,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,145,26,27,0,0,0,0,0,0,0,0,0,10.16,10.16,-1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,2:11,431,-105,249,1300,860,1655,425,3515
Pedro Munhoz,Bryan Caraway,-290,245,34.48275862,245,11/30/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,32.11111111,0.325555556,0.666666667,2.111111111,0.355555556,2,3,25,0,0,1,1,0,4,0,6,Orthodox,172.72,172.72,135,0,1,0,43.8,0.486,0.8,0.7,0.28,4,4,21,0,0,0,2,1,3,0,6,Orthodox,167.64,165.1,135,32,34,-1,-1,-2,0,1,4,0,-1,1,5.08,7.62,-2,-11.68888889,-0.133333333,1.411111111,0,1,14,9,,,,,,,,,,,9,,,,,,,,,,,,,14,,,Red,KO/TKO,Kick,1,2:39,159,100,329,325,1275,625,2020,3514
Darren Stewart,Edmen Shahbazyan,100,-120,100,83.33333333,11/30/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,0,0,,0.52,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,188,185,0,2,0,22.5,0.451666667,0,1,0.226666667,2,4,11,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,185,27,21,0,-2,-2,-2,4,-11,0,-2,0,5.08,0.04,6,-22.5,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,570,650,1075,525,180,179,3513
Ji Yeon Kim,Antonina Shevchenko,235,-275,235,36.36363636,11/30/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,0,0,,0.57,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,170.18,125,0,2,0,67,0.326666667,0,0,0,2,1,9,0,0,2,0,0,0,0,2,Orthodox,170.18,182.88,125,29,34,0,-2,-2,-2,1,-9,0,0,0,2.54,-12.7,-5,-67,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,305,-170,1160,1050,1875,600,3512
Rick Glenn,Kevin Aguilar,-125,105,80,105,11/30/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,0,0,,0.36,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,185.42,145,0,1,0,62.8,0.384,0.4,0.8,0.114,2,2,15,0,0,2,1,0,0,0,3,Southpaw,182.88,177.8,145,29,30,0,-1,-2,-3,2,-15,0,0,0,-12.7,7.62,-1,-62.8,-0.4,-0.8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,155,176,1208,1185,484,658,3511
Joseph Benavidez,Alex Perez,100,-120,100,83.33333333,11/30/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Flyweight,MALE,3,0,3,0,45.66666667,0.486666667,1,2.333333333,0.35,3,0,6,0,0,0,1,1,1,0,3,Orthodox,167.64,165.1,135,1,0,0,48.13333333,0.35,0.266666667,1.066666667,0.196666667,6,3,39,2,0,1,7,3,1,0,12,Southpaw,162.56,165.1,125,34,26,1,3,-3,-9,3,-33,-2,-2,0,5.08,0,8,-2.46666666,0.733333333,1.266666666,0,1,12,3,,,,,,,,,,,,3,,,,,,,,,,,,,12,,Red,KO/TKO,Punches,1,4:19,259,195,204,1015,869,1100,325,3510
Maurice Greene,Michel Batista,-140,120,71.42857143,120,11/30/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,204,260,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,200.66,208.28,258,32,34,0,0,0,0,0,0,0,0,0,-10.16,-4.28,-2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1,2:14,134,709,370,665,850,105,401,3509
Julija Stoliarenko,Leah Letson,170,-200,170,50,11/30/2018,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Featherweight,FEMALE,3,0,0,0,,0.4,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,145,25,26,0,0,0,0,0,0,0,0,0,0,12.7,-1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,465,180,425,584,1220,250,3508
Roosevelt Roberts,Darrell Horcher,-340,280,29.41176471,280,11/30/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,26.33333333,0.423333333,0.666666667,0.333333333,0.333333333,1,2,8,0,0,1,0,0,0,0,1,Southpaw,177.8,177.8,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,185.42,155,24,31,-1,0,1,1,-2,8,0,0,0,-10.16,-7.62,-7,26.33333333,0.666666667,0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,4:50,290,214,630,290,1145,249,675,3507
Tim Means,Ricky Rainey,-340,280,29.41176471,280,11/30/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,19,0.43,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Switch,185.42,195.58,170,2,0,0,50.17647059,0.494117647,0.117647059,0.470588235,0.205882353,4,8,40,0,0,1,3,4,1,0,9,Orthodox,187.96,190.5,170,34,35,1,0,-4,-9,7,-38,0,-4,-1,-2.54,5.08,-1,-31.17647059,-0.117647059,-0.470588235,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:18,78,179,499,1018,1250,135,1025,3506
Raoni Barcelos,Chris Gutierrez,-550,425,18.18181818,425,11/30/2018,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,,0.55,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,0,1,0,82,0.56,0,3,0.75,1,0,3,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,135,31,27,0,-1,-1,-1,0,-3,0,-1,0,5.08,5.08,4,-82,0,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,4:12,552,215,700,470,1670,115,1245,3505
Curtis Blaydes,Francis Ngannou,-240,200,41.66666667,200,11/24/2018,"Beijing, China", China,Blue,FALSE,Heavyweight,MALE,5,2,0,0,14.5,0.47625,0.25,0,0,6,2,16,1,0,0,0,4,1,1,6,Orthodox,193.04,210.82,250,0,4,0,43.57142857,0.545714286,0,4.714285714,0.667142857,4,2,17,0,0,0,2,2,0,1,5,Orthodox,193.04,203.2,265,27,32,-2,-4,2,1,0,-1,1,2,1,0,7.62,-5,-29.07142857,0.25,-4.714285714,0,1,4,3,,,,,3,,,,,,,,,,,,,4,,,,,,,,,Red,KO/TKO,Punch,1,0:45,45,450,1600,1000,1600,-110,210,3504
Alistair Overeem,Sergei Pavlovich,115,-135,115,74.07407407,11/24/2018,"Beijing, China", China,Red,FALSE,Heavyweight,MALE,3,0,0,0,,0.52,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,213.36,257,2,0,0,30,0.677857143,0.214285714,0.214285714,0.178571429,4,6,28,1,1,0,2,5,0,0,8,Orthodox,193.04,203.2,265,38,26,2,0,-4,-8,6,-28,-1,-5,0,-2.54,10.16,12,-30,-0.214285714,-0.214285714,0,1,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,1,4:21,261,375,500,1000,1600,300,110,3503
Song Yadong,Vince Morales,-550,425,18.18181818,425,11/24/2018,"Beijing, China", China,Red,FALSE,Bantamweight,MALE,3,0,0,0,,0.39,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,0,2,0,23.5,0.33,1,0.5,0.5,2,0,3,0,0,0,0,1,1,0,2,Orthodox,172.72,170.18,135,20,28,0,-2,-2,-2,0,-3,0,-1,-1,-2.54,7.62,-8,-23.5,-1,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,650,,2000,,850,3502
Li Jingliang,David Zawada,-220,180,45.45454545,180,11/24/2018,"Beijing, China", China,Red,FALSE,Welterweight,MALE,3,1,0,0,33,0.51,5,2,0.4,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,1,0,45.55555556,0.416666667,0,0.666666667,0.286666667,3,3,20,0,0,1,1,4,0,0,6,Orthodox,182.88,180.34,170,30,28,-1,-1,-3,-6,2,-17,0,-4,0,0,10.16,2,-12.55555556,5,1.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,125,400,750,625,335,600,3501
Song Kenan,Alex Morono,-140,120,71.42857143,120,11/24/2018,"Beijing, China", China,Blue,FALSE,Welterweight,MALE,3,1,0,0,44,0.37,0.5,0,0,2,3,15,0,0,1,1,0,1,0,3,Orthodox,180.34,182.88,170,0,2,0,23,0.725,0,0,0,2,0,3,0,0,0,0,2,0,0,2,Orthodox,182.88,180.34,170,28,28,-1,-2,0,1,-3,12,0,-2,1,-2.54,2.54,0,21,0.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,233,,520,,765,3500
Wu Yanan,Lauren Mueller,290,-350,290,28.57142857,11/24/2018,"Beijing, China", China,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,58,0.37,0,2,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,125,1,0,0,22,0.43,0,1,0.5,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64,125,22,27,1,1,1,1,1,0,0,0,0,-7.62,2.54,-5,36,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,-172,,850,,450,3499
Hu Yaozong,Rashad Coulter,-125,105,80,105,11/24/2018,"Beijing, China", China,Blue,FALSE,Light Heavyweight,MALE,3,3,0,0,25.33333333,0.49,0,0,0,0,3,5,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,1,0,0,8,0.44,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,190.5,182.88,205,23,36,-2,0,0,0,-2,3,0,0,0,-10.16,10.16,-13,17.33333333,-1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,600,680,1225,1300,155,145,3498
Weili Zhang,Jessica Aguilar,-550,425,18.18181818,425,11/24/2018,"Beijing, China", China,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,85,0.513333333,0,1.333333333,0.266666667,1,2,9,0,0,0,1,0,0,0,1,Orthodox,160.02,160.02,115,0,1,0,77,0.39,0,1,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,162.56,160.02,115,29,36,0,0,0,0,-2,6,0,0,0,-2.54,0,-7,8,0,0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,3:41,221,-180,509,865,1750,370,2975,3497
Liu Pingyuan,Martin Day,-170,150,58.82352941,150,11/24/2018,"Beijing, China", China,Red,FALSE,Bantamweight,MALE,3,0,0,0,,0.49,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,135,0,1,0,32,0.41,2,1,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,182.88,135,25,30,0,-1,-1,-1,0,-3,0,0,0,10.16,2.54,-5,-32,-2,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,320,,1185,,569,3496
Yan Xiaonan,Syuri Kondo,-360,300,27.77777778,300,11/24/2018,"Beijing, China", China,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,68.5,0.565,0,0,0,1,1,4,0,0,1,0,0,0,0,1,Orthodox,162.56,167.64,115,0,2,0,83.5,0.38,0,0,0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,165.1,160.02,115,29,29,-1,-2,-1,-1,-1,-2,0,0,0,-2.54,7.62,0,-15,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,500,,1750,,1200,3495
Kevin Holland,John Phillips,-590,445,16.94915254,445,11/24/2018,"Beijing, China", China,Red,FALSE,Middleweight,MALE,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,185,1,0,0,31,0.56,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,205.74,185,26,33,0,0,0,0,0,-2,0,0,0,-10.16,-15.24,-7,-31,-1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3,4:05,845,335,1150,135,1833,200,625,3494
Su Mudaerji,Louis Smolka,150,-170,150,58.82352941,11/24/2018,"Beijing, China", China,Blue,FALSE,Bantamweight,MALE,3,4,0,0,47.2,0.463,1.8,1.3,0.295,4,5,26,0,0,0,2,2,1,0,5,Orthodox,175.26,172.72,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,182.88,135,22,27,-4,0,4,5,-5,26,0,2,1,2.54,-10.16,-5,47.2,1.8,1.3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,2,2:07,427,,660,,-110,,540,3493
Neil Magny,Santiago Ponzinibbio,175,-210,175,47.61904762,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Welterweight,MALE,5,0,6,0,40,0.417,0,0.4,0.133,6,2,21,0,0,0,4,4,0,0,8,Orthodox,182.88,185.42,170,0,2,0,43.94736842,0.434736842,0.263157895,2.157894737,0.437368421,7,5,48,0,0,1,7,5,1,0,14,Orthodox,190.5,203.2,170,31,32,0,4,-1,-6,3,-27,0,-1,-1,-7.62,-17.78,-1,-3.94736842,-0.263157895,-1.757894737,0,1,10,8,,,,,,,,8,,,,,,,,,,,,,10,,,,,,Red,KO/TKO,Punch,4,2:36,1056,450,450,750,1000,800,-140,3492
Ricardo Lamas,Darren Elkins,-175,155,57.14285714,155,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Featherweight,MALE,3,1,0,0,38.36842105,0.335789474,1.105263158,2.052631579,0.334210526,6,5,48,0,0,2,8,3,1,0,14,Orthodox,177.8,180.34,145,2,0,0,29.57142857,0.472142857,0.714285714,0.928571429,0.28,4,5,31,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,36,34,1,0,2,5,0,17,-1,0,-2,5.08,0,2,8.79699248,0.390977444,1.12406015,0,1,13,12,,,,,,,,,,12,,,,,,,,,,,,,13,,,,Red,KO/TKO,Elbows,3,4:09,849,170,225,550,1400,350,1000,3491
Khalil Rountree Jr.,Johnny Walker,-155,135,64.51612903,135,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,,0.69,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,208.28,205,0,1,0,16,0.506666667,0.166666667,0,0,2,3,10,1,0,0,0,3,0,0,3,Southpaw,185.42,193.04,205,28,26,0,-1,-2,-3,3,-10,-1,-3,0,10.16,15.24,2,-16,-0.166666667,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbow,1,1:57,117,,600,,650,,325,3490
Cezar Ferreira,Ian Heinisch,-185,160,54.05405405,160,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Middleweight,MALE,3,0,0,0,,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,185,0,2,0,17.84615385,0.442307692,0.384615385,1.769230769,0.449230769,3,4,28,1,0,2,4,0,3,0,9,Southpaw,185.42,198.12,185,33,30,0,-2,-3,-9,4,-28,-1,0,-3,-5.08,-15.24,3,-17.84615385,-0.384615385,-1.769230769,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,325,550,150,2000,700,250,3489
Guido Cannetti,Marlon Vera,260,-320,260,31.25,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Bantamweight,MALE,3,0,1,0,38.55555556,0.432222222,0.888888889,0.444444444,0.193333333,3,4,23,0,0,0,1,2,2,0,5,Switch,172.72,177.8,135,0,1,0,27.75,0.51,0.25,1.75,0.475,1,2,9,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,135,38,25,0,0,2,3,-2,14,0,2,2,5.08,5.08,13,10.80555556,0.638888889,-1.305555556,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,1:31,391,350,300,1600,175,800,300,3488
Cynthia Calvillo,Poliana Botelho,150,-170,150,58.82352941,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Women's Strawweight,FEMALE,3,0,2,0,38,0.66,0,0.5,0.5,2,0,4,0,0,0,1,1,0,0,2,Orthodox,172.72,170.18,115,1,0,0,38.75,0.4,2,1.25,0.6825,3,1,10,0,0,0,1,0,2,0,3,Orthodox,162.56,162.56,115,31,29,1,2,-1,-1,1,-6,0,1,-2,10.16,7.62,2,-0.75,-2,-0.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,4:48,288,350,200,250,1400,1400,225,3487
Michel Prazeres,Bartosz Fabinski,-145,125,68.96551724,125,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Welterweight,MALE,3,0,3,0,33.66666667,0.71,0,7.333333333,0.7,3,0,9,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,170,0,7,0,33.45454545,0.482727273,0.545454545,3.727272727,0.419090909,7,2,31,0,0,3,4,0,2,0,9,Orthodox,167.64,170.18,170,37,32,0,-4,-4,-6,2,-22,0,0,-2,15.24,20.32,5,0.21212122,-0.545454545,3.606060606,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,1:02,62,172,165,510,1400,884,1030,3486
Alexandre Pantoja,Ulka Sasaki,-320,260,31.25,260,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Flyweight,MALE,3,0,1,0,16.5,0.4375,0.625,1.625,0.30375,1,4,15,0,0,0,0,0,4,0,4,Southpaw,177.8,180.34,125,0,1,0,63.5,0.435,1.25,0.75,0.5825,2,1,12,0,0,1,1,0,1,0,3,Orthodox,165.1,170.18,125,28,29,0,0,-1,1,-3,3,0,0,3,12.7,10.16,-1,-47,-0.625,0.875,0,1,15,9,,,,,,,,,,,,9,,,,,,,,,,,,,15,,Red,,,,,,155,474,245,575,514,1775,3485
Humberto Bandenay,Austin Arnett,-235,195,42.55319149,195,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Featherweight,MALE,3,2,0,0,27.5,0.34,0,0.5,0.5,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,1,0,0,3.5,0.855,0.5,0,0,1,1,2,0,0,0,0,1,0,0,1,Southpaw,180.34,181.61,145,24,27,-1,0,-1,-1,-1,3,0,-1,0,2.54,1.27,-3,24,-0.5,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,309,750,320,590,200,525,3484
Laureano Staropoli,Hector Aldana,100,-120,100,83.33333333,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Welterweight,MALE,3,1,0,0,39,0.43,0,2,1,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,180.34,170,25,30,-1,0,0,0,-1,2,0,0,0,-5.08,2.54,-5,39,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,447,525,1050,905,220,190,3483
Devin Powell,Jesus Pinedo,200,-240,200,41.66666667,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Lightweight,MALE,3,0,0,0,,0.38,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,188,155,0,1,0,25.66666667,0.423333333,0.666666667,0,0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,155,30,22,0,-1,-1,-1,2,-7,0,-1,0,-5.08,2.58,8,-25.66666667,-0.666666667,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,705,200,365,635,850,225,3482
Nad Narimani,Anderson Dos Santos,-420,335,23.80952381,335,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Featherweight,MALE,3,0,0,0,,0.26,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,0,1,0,45,0.65,0,6,0.54,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,145,31,33,0,-1,-1,-1,0,-3,0,0,0,-7.62,0,-2,-45,0,-6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,116,920,265,725,552,1020,3481
Chan Sung Jung,Yair Rodriguez,110,-130,110,76.92307692,11/10/2018,"Denver, Colorado, USA", USA,Blue,FALSE,Featherweight,MALE,5,1,0,0,51.14285714,0.45,1.142857143,1.142857143,0.435714286,6,1,20,1,0,2,2,2,0,0,6,Orthodox,180.34,180.34,145,0,1,0,28.8,0.4,0.8,1,0.3,3,1,12,1,0,0,0,2,2,0,4,Orthodox,170.18,182.88,145,31,26,-1,-1,3,2,0,8,0,0,-2,10.16,-2.54,5,22.34285714,0.342857143,0.142857143,0,1,15,10,,,,,,,,,,10,,,,,,,,,,,,,15,,,,Red,KO/TKO,Elbow,5,4:59,1499,500,460,375,1000,370,240,3480
Donald Cerrone,Mike Perry,170,-200,170,50,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,44.125,0.4825,0,0.5,0.23875,2,3,19,0,0,1,0,4,0,0,5,Orthodox,177.8,180.34,170,1,0,0,43.67857143,0.493571429,0.357142857,0.714285714,0.291428571,8,8,60,1,0,0,6,9,5,0,20,Orthodox,185.42,185.42,155,35,27,1,1,-6,-15,5,-41,-1,-5,-5,-7.62,-5.08,8,0.44642857,-0.357142857,-0.214285714,0,1,,12,,,,,,,,12,,,,,,,,,,,,,,,,,,,Red,SUB,Armbar,1,4:46,286,325,400,650,3300,550,-120,3479
Raquel Pennington,Germaine de Randamie,180,-220,180,45.45454545,11/10/2018,"Denver, Colorado, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,3,0,35.6,0.45,0,0,0,3,1,12,1,0,1,1,2,0,0,4,Orthodox,175.26,180.34,135,1,0,0,51.44444444,0.513333333,1,1.222222222,0.542222222,4,3,26,1,0,1,3,0,2,0,6,Orthodox,170.18,170.18,135,30,34,1,3,-1,-2,2,-14,0,2,-2,5.08,10.16,-4,-15.84444444,-1,-1.222222222,0,1,5,4,,,,4,,,,,,,,,,,,,5,,,,,,,,,,Red,U-DEC,,3,5:00,900,225,105,700,2200,1800,275,3478
Beneil Dariush,Thiago Moises,-160,140,62.5,140,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,3,0,0,36.46153846,0.468461538,0.384615385,0.692307692,0.223846154,5,5,27,0,0,1,3,1,3,0,8,Southpaw,177.8,182.88,155,29,23,3,0,-5,-8,5,-27,0,-1,-3,-2.54,-5.08,6,-36.46153846,-0.384615385,-0.692307692,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,165,450,650,600,420,370,3477
